auroc,auprc,f1,recall,precision,specificity,accuracy,fold
0.7288961038961039,0.45542943408263137,0.3333333333333333,0.2857142857142857,0.4,0.8636363636363636,0.7241379310344828,1
0.4967532467532467,0.2840510851153828,0.0,0.0,0.0,0.9545454545454546,0.7241379310344828,2
0.6753246753246753,0.4504580160088818,0.2,0.14285714285714285,0.3333333333333333,0.9090909090909091,0.7241379310344828,3
0.6153846153846154,0.3030497764688572,0.0,0.0,0.0,0.9555555555555556,0.7413793103448276,4
0.6835664335664335,0.39833923219158957,0.23529411764705882,0.15384615384615385,0.5,0.9545454545454546,0.7719298245614035,5
0.6282467532467533,0.3464794029445447,0.34782608695652173,0.2857142857142857,0.4444444444444444,0.8863636363636364,0.7413793103448276,6
0.6574675324675325,0.31900905617238745,0.17391304347826086,0.14285714285714285,0.2222222222222222,0.8409090909090909,0.6724137931034483,7
0.6704545454545454,0.5425964674874957,0.38095238095238093,0.2857142857142857,0.5714285714285714,0.9318181818181818,0.7758620689655172,8
0.7282051282051283,0.4358525820540585,0.25,0.15384615384615385,0.6666666666666666,0.9777777777777777,0.7931034482758621,9
0.6783216783216783,0.4088630375472481,0.21052631578947367,0.15384615384615385,0.3333333333333333,0.9090909090909091,0.7368421052631579,10
0.6266233766233766,0.4132843265529683,0.2222222222222222,0.14285714285714285,0.5,0.9545454545454546,0.7586206896551724,11
0.560064935064935,0.3671501442638425,0.3333333333333333,0.21428571428571427,0.75,0.9772727272727273,0.7931034482758621,12
0.7646103896103896,0.48902912931827125,0.11764705882352941,0.07142857142857142,0.3333333333333333,0.9545454545454546,0.7413793103448276,13
0.5760683760683761,0.37294420315701016,0.3333333333333333,0.3076923076923077,0.36363636363636365,0.8444444444444444,0.7241379310344828,14
0.6433566433566433,0.4317252003903587,0.25,0.15384615384615385,0.6666666666666666,0.9772727272727273,0.7894736842105263,15
