auroc,auprc,f1,recall,precision,specificity,accuracy,fold
0.737012987012987,0.5553648506610178,0.5,0.7142857142857143,0.38461538461538464,0.6363636363636364,0.6551724137931034,1
0.5081168831168832,0.32986682951793317,0.34782608695652173,0.2857142857142857,0.4444444444444444,0.8863636363636364,0.7413793103448276,2
0.612012987012987,0.3197109282816577,0.3888888888888889,0.5,0.3181818181818182,0.6590909090909091,0.6206896551724138,3
0.5794871794871795,0.363626976604956,0.3125,0.38461538461538464,0.2631578947368421,0.6888888888888889,0.6206896551724138,4
0.6538461538461539,0.3775554240960929,0.32,0.3076923076923077,0.3333333333333333,0.8181818181818182,0.7017543859649122,5
0.7256493506493507,0.4694159132184341,0.5517241379310345,0.5714285714285714,0.5333333333333333,0.8409090909090909,0.7758620689655172,6
0.6655844155844156,0.37374292792589936,0.48484848484848486,0.5714285714285714,0.42105263157894735,0.75,0.7068965517241379,7
0.6428571428571428,0.37391934891725187,0.4,0.42857142857142855,0.375,0.7727272727272727,0.6896551724137931,8
0.6666666666666667,0.40764906776612464,0.35714285714285715,0.38461538461538464,0.3333333333333333,0.7777777777777778,0.6896551724137931,9
0.6905594405594405,0.5391867512519686,0.43243243243243246,0.6153846153846154,0.3333333333333333,0.6363636363636364,0.631578947368421,10
0.7094155844155844,0.5493917995398935,0.5384615384615384,0.5,0.5833333333333334,0.8863636363636364,0.7931034482758621,11
0.4756493506493506,0.2281304233426612,0.07692307692307693,0.07142857142857142,0.08333333333333333,0.75,0.5862068965517241,12
0.6850649350649349,0.3717155599113234,0.3125,0.35714285714285715,0.2777777777777778,0.7045454545454546,0.6206896551724138,13
0.5641025641025641,0.3708501248118077,0.42424242424242425,0.5384615384615384,0.35,0.7111111111111111,0.6724137931034483,14
0.5244755244755245,0.3037839369336517,0.25,0.23076923076923078,0.2727272727272727,0.8181818181818182,0.6842105263157895,15
